purchase_date,store_location,customer_name,order_items,payment_method,Total_spent,Payment_details
23/02/2021 11:33,Isle of Wight,Georgia Vanwassenhove,",Speciality Tea - Earl Grey,1.3",CASH,1.3,None
23/02/2021 11:34,Isle of Wight,Lola Hernandez,"Large,Flavoured hot chocolate - Hazelnut,2.9",CARD,2.9,"visa13,4295873435681"
23/02/2021 11:35,Isle of Wight,Jacqueline Respress,",Babyccino,0.0,,Smoothies - Carrot Kick,2.0,,Flavoured iced latte - Caramel,2.75,Regular,Filter coffee,1.5",CARD,6.25,"visa16,4194967676388828"
23/02/2021 11:36,Isle of Wight,Sarah Cronk,",Speciality Tea - Camomile,1.3,Large,Flavoured hot chocolate - Caramel,2.9,Regular,Cappuccino,2.15",CARD,6.35,"visa16,4645324861175336"
23/02/2021 11:37,Isle of Wight,Cheryl Goicoechea,"Large,Chai latte,2.6,,Glass of milk,0.7",CASH,3.3,None
23/02/2021 11:38,Isle of Wight,Kenneth Stanphill,",Smoothies - Carrot Kick,2.0,,Speciality Tea - English breakfast,1.3",CARD,3.3,"visa16,44359269429186510"
23/02/2021 11:39,Isle of Wight,Kimberly Ramirez,"Large,Flavoured hot chocolate - Caramel,2.9",CASH,2.9,None
23/02/2021 11:40,Isle of Wight,Joshua Young,",Speciality Tea - Green,1.3,,Flavoured iced latte - Hazelnut,2.75,Large,Cappuccino,2.45",CASH,6.5,None
23/02/2021 11:41,Isle of Wight,Patricia Stembridge,"Regular,Latte,2.15,Large,Cappuccino,2.45",CASH,4.6,None
23/02/2021 11:42,Isle of Wight,Timothy Martinez,",Speciality Tea - Darjeeling,1.3",CARD,1.3,"americanexpress,372745151161783"
23/02/2021 11:43,Isle of Wight,John Wilson,",Iced latte,2.35,,Speciality Tea - Green,1.3,,Flavoured iced latte - Vanilla,2.75",CARD,6.4,"americanexpress,365932739286394"
23/02/2021 11:44,Isle of Wight,James Franco,"Large,Americano,2.25",CASH,2.25,None
23/02/2021 11:45,Isle of Wight,Anne House,"Large,Latte,2.45,,Flavoured iced latte - Hazelnut,2.75",CASH,5.2,None
23/02/2021 11:46,Isle of Wight,Michael Mathis,",Speciality Tea - Darjeeling,1.3,Large,Cappuccino,2.45,,Speciality Tea - Darjeeling,1.3",CASH,5.05,None
23/02/2021 11:47,Isle of Wight,Roy Sales,",Speciality Tea - Camomile,1.3,,Speciality Tea - English breakfast,1.3,,Smoothies - Glowing Greens,2.0",CASH,4.6,None
23/02/2021 11:48,Isle of Wight,Maria Viviani,",Flavoured iced latte - Vanilla,2.75,,Smoothies - Glowing Greens,2.0,,Smoothies - Glowing Greens,2.0,Large,Flavoured latte - Caramel,2.85,Large,Flavoured latte - Hazelnut,2.85",CASH,12.45,None
23/02/2021 11:49,Isle of Wight,Shirley Humphrey,",Flat white,2.15,Large,Latte,2.45,,Speciality Tea - Green,1.3",CARD,5.9,"visa16,4297474136358687"
23/02/2021 11:50,Isle of Wight,Robert Downes,",Speciality Tea - Camomile,1.3,Regular,Cappuccino,2.15",CASH,3.45,None
23/02/2021 11:51,Isle of Wight,Eva Riggs,",Cortado,2.05,,Red Label tea,1.2,,Cortado,2.05,Large,Flavoured latte - Gingerbread,2.85,,Red Label tea,1.2",CASH,9.35,None
23/02/2021 11:52,Isle of Wight,Paul Uutela,"Regular,Flavoured latte - Vanilla,2.55,Regular,Flavoured latte - Vanilla,2.55,Large,Flavoured hot chocolate - Hazelnut,2.9,,Speciality Tea - English breakfast,1.3",CASH,9.3,None
23/02/2021 11:53,Isle of Wight,Anthony Gould,"Regular,Filter coffee,1.5,,Cortado,2.05,,Frappes - Chocolate Cookie,2.75",CASH,6.3,None
23/02/2021 11:54,Isle of Wight,Joan Golden,"Large,Americano,2.25",CARD,2.25,"visa16,4637491223974993"
23/02/2021 11:55,Isle of Wight,Jennifer Sutton,"Regular,Flavoured latte - Gingerbread,2.55,,Smoothies - Berry Beautiful,2.0,,Iced latte,2.35",CARD,6.9,"visa16,44121498476183110"
23/02/2021 11:56,Isle of Wight,Donald Beck,"Regular,Cappuccino,2.15,,Speciality Tea - English breakfast,1.3,Large,Flavoured hot chocolate - Vanilla,2.9,,Smoothies - Berry Beautiful,2.0,,Glass of milk,0.7",CASH,9.05,None
23/02/2021 11:57,Isle of Wight,Graig Lane,",Iced americano,2.15,,Frappes - Strawberries & Cream,2.75,,Speciality Tea - English breakfast,1.3,Large,Filter coffee,1.8,Large,Espresso,1.8",CARD,9.8,"discover,6011564713578861"
23/02/2021 11:58,Isle of Wight,Helen Frascone,",Babyccino,0.0,Large,Americano,2.25,,Babyccino,0.0,Large,Flavoured latte - Vanilla,2.85",CASH,5.1,None
23/02/2021 11:59,Isle of Wight,Lola Keyser,",Frappes - Coffee,2.75,Large,Americano,2.25,,Hot Chocolate,1.4,,Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Earl Grey,1.3",CASH,10.45,None
23/02/2021 12:00,Isle of Wight,Kasey Elwood,"Large,Cappuccino,2.45",CARD,2.45,"discover,6011585819325279"
23/02/2021 12:01,Isle of Wight,Travis Fernandez,"Large,Flavoured latte - Gingerbread,2.85,,Speciality Tea - Peppermint,1.3,,Speciality Tea - Camomile,1.3,,Speciality Tea - Camomile,1.3",CARD,6.75,"mastercard,5312342549153615"
23/02/2021 12:02,Isle of Wight,Adrian Martin,",Flavoured iced latte - Hazelnut,2.75,,Iced americano,2.15",CARD,4.9,"americanexpress,366564263513841"
23/02/2021 12:03,Isle of Wight,William Brown,"Large,Filter coffee,1.8",CASH,1.8,None
23/02/2021 12:04,Isle of Wight,Mario Key,"Large,Americano,2.25",CARD,2.25,"americanexpress,355461876596946"
23/02/2021 12:05,Isle of Wight,Craig Mccarty,",Speciality Tea - Darjeeling,1.3,,Smoothies - Berry Beautiful,2.0,,Glass of milk,0.7,,Flavoured iced latte - Hazelnut,2.75,,Mocha,2.3",CARD,9.05,"visa13,4583818643331"
23/02/2021 12:06,Isle of Wight,Alma Dunn,",Glass of milk,0.7,,Speciality Tea - Green,1.3",CARD,2,"mastercard,55274271527163110"
23/02/2021 12:07,Isle of Wight,Gene Marshall,",Speciality Tea - Peppermint,1.3,,Red Label tea,1.2,,Hot Chocolate,1.4",CASH,3.9,None
23/02/2021 12:08,Isle of Wight,Howard Day,",Frappes - Coffee,2.75,Large,Latte,2.45,,Speciality Tea - Green,1.3,,Flat white,2.15",CASH,8.65,None
23/02/2021 12:09,Isle of Wight,Rex Klein,"Large,Flavoured hot chocolate - Caramel,2.9",CARD,2.9,"discover,6011362792873448"
23/02/2021 12:10,Isle of Wight,Mary Prattis,"Regular,Luxury hot chocolate,2.4,Large,Flavoured latte - Vanilla,2.85,Regular,Flavoured latte - Hazelnut,2.55",CASH,7.8,None
23/02/2021 12:11,Isle of Wight,Ethel Macdonald,"Regular,Luxury hot chocolate,2.4,,Hot Chocolate,1.4,,Smoothies - Berry Beautiful,2.0",CARD,5.8,"discover,6011264797851488"
23/02/2021 12:12,Isle of Wight,Yukiko Small,",Speciality Tea - English breakfast,1.3,,Flavoured iced latte - Vanilla,2.75,Regular,Hot chocolate,2.2",CARD,6.25,"mastercard,5219195854252776"
23/02/2021 12:13,Isle of Wight,Bill Anderson,"Large,Cappuccino,2.45,,Iced latte,2.35,,Frappes - Coffee,2.75",CASH,7.55,None
23/02/2021 12:14,Isle of Wight,Brett Smith,"Large,Espresso,1.8,,Frappes - Chocolate Cookie,2.75",CASH,4.55,None
23/02/2021 12:15,Isle of Wight,Amy Hartrick,",Hot Chocolate,1.4",CARD,1.4,"americanexpress,369979826796575"
23/02/2021 12:16,Isle of Wight,Wm Powe,",Speciality Tea - Darjeeling,1.3",CASH,1.3,None
23/02/2021 12:17,Isle of Wight,Otelia Warren,"Regular,Flavoured hot chocolate - Hazelnut,2.6,,Speciality Tea - Earl Grey,1.3",CASH,3.9,None
23/02/2021 12:18,Isle of Wight,Michael Bates,",Frappes - Chocolate Cookie,2.75",CARD,2.75,"visa13,4967897591471"
23/02/2021 12:19,Isle of Wight,Malissa Ali,",Speciality Tea - Green,1.3,,Flavoured iced latte - Caramel,2.75",CASH,4.05,None
23/02/2021 12:20,Isle of Wight,Rita Boatright,",Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Darjeeling,1.3,,Red Label tea,1.2",CASH,5.25,None
23/02/2021 12:21,Isle of Wight,Von Peets,",Hot Chocolate,1.4",CASH,1.4,None
23/02/2021 12:22,Isle of Wight,Joshua Hughes,",Flavoured iced latte - Hazelnut,2.75,Large,Flavoured hot chocolate - Hazelnut,2.9,,Mocha,2.3",CASH,7.95,None
23/02/2021 12:23,Isle of Wight,Genevieve Alejos,",Hot Chocolate,1.4,Large,Flavoured hot chocolate - Caramel,2.9,,Red Label tea,1.2,,Frappes - Chocolate Cookie,2.75",CASH,8.25,None
23/02/2021 12:24,Isle of Wight,Crystal Kiser,",Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Earl Grey,1.3",CARD,4.05,"discover,6011832995836871"
23/02/2021 12:25,Isle of Wight,Maxine Porter,"Large,Chai latte,2.6,,Smoothies - Carrot Kick,2.0,Large,Flavoured latte - Vanilla,2.85",CASH,7.45,None
23/02/2021 12:26,Isle of Wight,Joyce Oskins,",Flavoured iced latte - Caramel,2.75,,Iced americano,2.15,,Speciality Tea - English breakfast,1.3,Regular,Americano,1.95",CASH,8.15,None
23/02/2021 12:27,Isle of Wight,James Kolinski,",Frappes - Chocolate Cookie,2.75,,Smoothies - Carrot Kick,2.0,Regular,Espresso,1.5,Large,Flavoured latte - Hazelnut,2.85",CASH,9.1,None
23/02/2021 12:28,Isle of Wight,Karen Lawrence,"Large,Flavoured latte - Caramel,2.85",CASH,2.85,None
23/02/2021 12:29,Isle of Wight,James Babb,"Large,Flavoured latte - Caramel,2.85,Regular,Americano,1.95,Regular,Flavoured hot chocolate - Hazelnut,2.6",CARD,7.4,"americanexpress,374341556793731"
23/02/2021 12:30,Isle of Wight,Kathryn Hernandez,"Large,Luxury hot chocolate,2.7",CASH,2.7,None
23/02/2021 12:31,Isle of Wight,Ralph Bowman,"Regular,Flavoured latte - Vanilla,2.55",CARD,2.55,"visa16,49922848745615510"
23/02/2021 12:32,Isle of Wight,Maria Berlinger,",Smoothies - Glowing Greens,2.0,Large,Flavoured latte - Vanilla,2.85,,Red Label tea,1.2",CASH,6.05,None
23/02/2021 12:33,Isle of Wight,Todd Ross,"Large,Filter coffee,1.8",CASH,1.8,None
23/02/2021 12:34,Isle of Wight,Marcia Adams,"Large,Flavoured latte - Caramel,2.85",CASH,2.85,None
23/02/2021 12:35,Isle of Wight,Thurman Jordon,",Iced americano,2.15,Large,Flavoured latte - Vanilla,2.85,Large,Flavoured latte - Vanilla,2.85,,Mocha,2.3",CARD,10.15,"americanexpress,347354123183744"
23/02/2021 12:36,Isle of Wight,Heather Bradwell,"Regular,Latte,2.15,,Frappes - Strawberries & Cream,2.75,,Speciality Tea - Earl Grey,1.3",CARD,6.2,"visa16,4482379124937845"
23/02/2021 12:37,Isle of Wight,Ruby Hall,"Large,Latte,2.45,Large,Americano,2.25,,Hot Chocolate,1.4",CARD,6.1,"mastercard,5138126693842442"
23/02/2021 12:38,Isle of Wight,Pete Craig,",Cortado,2.05,,Flavoured iced latte - Caramel,2.75,,Speciality Tea - Peppermint,1.3,,Smoothies - Berry Beautiful,2.0",CASH,8.1,None
23/02/2021 12:39,Isle of Wight,Robert Winsor,"Large,Flavoured hot chocolate - Caramel,2.9",CASH,2.9,None
23/02/2021 12:40,Isle of Wight,Walter Blackwelder,",Frappes - Coffee,2.75,Large,Hot chocolate,2.9,,Flavoured iced latte - Hazelnut,2.75",CARD,8.4,"visa16,4863186981211571"
23/02/2021 12:41,Isle of Wight,Carmen Jensen,"Large,Espresso,1.8,Large,Filter coffee,1.8,,Iced latte,2.35,Regular,Flavoured hot chocolate - Caramel,2.6",CASH,8.55,None
23/02/2021 12:42,Isle of Wight,Terry Connell,",Iced americano,2.15",CARD,2.15,"visa13,4414192664141"
23/02/2021 12:43,Isle of Wight,Raymond Shalash,",Iced americano,2.15,,Smoothies - Berry Beautiful,2.0,Large,Chai latte,2.6,,Speciality Tea - Green,1.3,,Cortado,2.05",CASH,10.1,None
23/02/2021 12:44,Isle of Wight,Dolores Clute,",Smoothies - Berry Beautiful,2.0,Regular,Americano,1.95",CASH,3.95,None
23/02/2021 12:45,Isle of Wight,Steve Auckerman,"Large,Flavoured hot chocolate - Caramel,2.9,Regular,Latte,2.15,,Mocha,2.3",CASH,7.35,None
23/02/2021 12:46,Isle of Wight,William Birks,",Cortado,2.05,,Cortado,2.05,Large,Filter coffee,1.8,Regular,Flavoured latte - Hazelnut,2.55",CASH,8.45,None
23/02/2021 12:47,Isle of Wight,Wanda Gammon,"Large,Americano,2.25",CARD,2.25,"americanexpress,353412137287645"
23/02/2021 12:48,Isle of Wight,Sonia Winfrey,",Speciality Tea - Fruit,1.3,Large,Filter coffee,1.8",CARD,3.1,"americanexpress,354744325363153"
23/02/2021 12:49,Isle of Wight,Charlott Germain,",Babyccino,0.0,,Flat white,2.15,,Mocha,2.3,,Smoothies - Berry Beautiful,2.0",CASH,6.45,None
23/02/2021 12:50,Isle of Wight,Carl Tichenor,",Flat white,2.15,,Flavoured iced latte - Caramel,2.75,,Flavoured iced latte - Vanilla,2.75",CASH,7.65,None
23/02/2021 12:51,Isle of Wight,Bill Lebarron,",Flavoured iced latte - Vanilla,2.75,Regular,Flavoured latte - Caramel,2.55,,Speciality Tea - Peppermint,1.3,Large,Hot chocolate,2.9",CARD,9.5,"visa16,4742137451679729"
23/02/2021 12:52,Isle of Wight,Tanya Lasalle,",Flat white,2.15,,Frappes - Coffee,2.75,Regular,Flavoured latte - Hazelnut,2.55",CARD,7.45,"discover,6011865574512273"
23/02/2021 12:53,Isle of Wight,Amy Clark,"Large,Espresso,1.8,Large,Flavoured latte - Gingerbread,2.85,,Flavoured iced latte - Caramel,2.75,,Frappes - Chocolate Cookie,2.75,,Speciality Tea - Peppermint,1.3",CASH,11.45,None
23/02/2021 12:54,Isle of Wight,Darla Stokley,",Hot Chocolate,1.4,,Speciality Tea - Peppermint,1.3",CASH,2.7,None
23/02/2021 12:55,Isle of Wight,Wesley Nair,"Regular,Flavoured hot chocolate - Caramel,2.6,,Flat white,2.15,,Speciality Tea - Fruit,1.3,Regular,Chai latte,2.3,,Babyccino,0.0",CARD,8.35,"visa13,4579363243485"
23/02/2021 12:56,Isle of Wight,Katherine Morter,",Smoothies - Carrot Kick,2.0",CARD,2,"discover,6011514283545188"
23/02/2021 12:57,Isle of Wight,Raymond Stribley,",Hot Chocolate,1.4,,Frappes - Strawberries & Cream,2.75",CASH,4.15,None
23/02/2021 12:58,Isle of Wight,Maxine Otis,"Large,Americano,2.25",CARD,2.25,"americanexpress,346117167916662"
23/02/2021 12:59,Isle of Wight,Larry White,",Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Darjeeling,1.3,,Glass of milk,0.7,,Iced latte,2.35",CARD,7.1,"visa13,4993923837944"
23/02/2021 13:00,Isle of Wight,Doris Roper,",Frappes - Chocolate Cookie,2.75,,Speciality Tea - Green,1.3",CARD,4.05,"visa16,4547311293318229"
23/02/2021 13:01,Isle of Wight,Dorothy Morales,"Regular,Filter coffee,1.5,Large,Flavoured latte - Caramel,2.85,,Babyccino,0.0,Regular,Flavoured hot chocolate - Hazelnut,2.6,,Speciality Tea - Darjeeling,1.3",CARD,8.25,"mastercard,5424923425362845"
23/02/2021 13:02,Isle of Wight,Terrence Gallant,",Speciality Tea - Darjeeling,1.3,,Flat white,2.15,,Cortado,2.05,,Babyccino,0.0",CARD,5.5,"americanexpress,344195483398999"
23/02/2021 13:03,Isle of Wight,Joseph Martin,",Frappes - Coffee,2.75,Large,Latte,2.45,Large,Luxury hot chocolate,2.7,,Flavoured iced latte - Caramel,2.75,Regular,Hot chocolate,2.2",CARD,12.85,"visa16,4846424446237945"
23/02/2021 13:04,Isle of Wight,Anne Daily,",Red Label tea,1.2",CASH,1.2,None
23/02/2021 13:05,Isle of Wight,Amy Adams,"Regular,Filter coffee,1.5",CASH,1.5,None
23/02/2021 13:06,Isle of Wight,Melissa Taylor,"Large,Americano,2.25,,Red Label tea,1.2",CARD,3.45,"americanexpress,353323345356991"
23/02/2021 13:07,Isle of Wight,Thomas Johnson,"Regular,Flavoured hot chocolate - Vanilla,2.6,Regular,Latte,2.15,,Speciality Tea - Peppermint,1.3",CARD,6.05,"discover,6011971477879296"
23/02/2021 13:08,Isle of Wight,Allen Wade,",Flavoured iced latte - Hazelnut,2.75,Regular,Espresso,1.5,Large,Flavoured hot chocolate - Vanilla,2.9,Large,Americano,2.25,,Flavoured iced latte - Vanilla,2.75",CARD,12.15,"visa13,4538956274828"
23/02/2021 13:09,Isle of Wight,Michael Hartley,"Regular,Flavoured latte - Vanilla,2.55,,Iced latte,2.35,Large,Luxury hot chocolate,2.7,Regular,Hot chocolate,2.2,Large,Latte,2.45",CASH,12.25,None
23/02/2021 13:10,Isle of Wight,Bettye Watkins,",Speciality Tea - Green,1.3,,Speciality Tea - Green,1.3",CASH,2.6,None
23/02/2021 13:11,Isle of Wight,Audra Herrera,"Regular,Chai latte,2.3",CASH,2.3,None
23/02/2021 13:12,Isle of Wight,Elizabeth Sorum,",Flavoured iced latte - Caramel,2.75,,Flavoured iced latte - Hazelnut,2.75,Regular,Flavoured latte - Hazelnut,2.55",CARD,8.05,"visa16,47947846873141710"
23/02/2021 13:13,Isle of Wight,Mary Stroope,"Large,Chai latte,2.6,,Frappes - Chocolate Cookie,2.75,,Speciality Tea - Earl Grey,1.3,Large,Flavoured latte - Caramel,2.85",CASH,9.5,None
23/02/2021 13:14,Isle of Wight,Cole Taylor,"Large,Flavoured latte - Caramel,2.85,Large,Flavoured latte - Vanilla,2.85",CASH,5.7,None
23/02/2021 13:15,Isle of Wight,Norman Elliott,",Speciality Tea - English breakfast,1.3,,Red Label tea,1.2,Large,Latte,2.45,,Mocha,2.3",CASH,7.25,None
23/02/2021 13:16,Isle of Wight,Michael Gish,"Large,Americano,2.25,,Iced latte,2.35",CASH,4.6,None
23/02/2021 13:17,Isle of Wight,Sandra Lorenzana,"Regular,Espresso,1.5,,Flavoured iced latte - Caramel,2.75",CARD,4.25,"visa16,4893684128533943"
23/02/2021 13:18,Isle of Wight,Michael Johnson,",Frappes - Coffee,2.75",CARD,2.75,"discover,6011538724265833"
23/02/2021 13:19,Isle of Wight,Christy Grassi,"Large,Flavoured hot chocolate - Vanilla,2.9",CARD,2.9,"discover,60117148537798910"
23/02/2021 13:20,Isle of Wight,Melissa Elliott,"Large,Hot chocolate,2.9,Large,Americano,2.25,,Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Peppermint,1.3,,Flavoured iced latte - Vanilla,2.75",CARD,11.95,"mastercard,5138867848357543"
23/02/2021 13:21,Isle of Wight,Marian Stark,",Speciality Tea - Earl Grey,1.3,Large,Espresso,1.8,,Flavoured iced latte - Caramel,2.75,,Cortado,2.05,,Smoothies - Carrot Kick,2.0",CASH,9.9,None
23/02/2021 13:22,Isle of Wight,Jason Garrison,",Mocha,2.3,Large,Flavoured latte - Gingerbread,2.85,,Flat white,2.15",CARD,7.3,"americanexpress,366129548311922"
23/02/2021 13:23,Isle of Wight,Dorothy Moore,",Speciality Tea - Camomile,1.3,,Glass of milk,0.7",CASH,2,None
23/02/2021 13:24,Isle of Wight,Dorothy Thomas,",Speciality Tea - Fruit,1.3,,Speciality Tea - Earl Grey,1.3,,Frappes - Chocolate Cookie,2.75,,Speciality Tea - Earl Grey,1.3,,Mocha,2.3",CASH,8.95,None
23/02/2021 13:25,Isle of Wight,Wayne Thurman,",Speciality Tea - Darjeeling,1.3,Large,Flavoured hot chocolate - Caramel,2.9,Regular,Flavoured hot chocolate - Vanilla,2.6,Large,Cappuccino,2.45",CASH,9.25,None
23/02/2021 13:26,Isle of Wight,David Viverette,"Large,Chai latte,2.6,Large,Chai latte,2.6,,Flavoured iced latte - Caramel,2.75,,Speciality Tea - Earl Grey,1.3",CARD,9.25,"visa16,4189785437276257"
23/02/2021 13:27,Isle of Wight,Sheryl Ballard,",Glass of milk,0.7",CASH,0.7,None
23/02/2021 13:28,Isle of Wight,Rosie Vincent,"Large,Flavoured latte - Vanilla,2.85,,Mocha,2.3",CASH,5.15,None
23/02/2021 13:29,Isle of Wight,Cindy Ramirez,",Smoothies - Berry Beautiful,2.0,,Frappes - Strawberries & Cream,2.75",CARD,4.75,"visa16,43727722514552310"
23/02/2021 13:30,Isle of Wight,Betty Frautschi,"Large,Filter coffee,1.8,,Flavoured iced latte - Vanilla,2.75,,Smoothies - Glowing Greens,2.0,Regular,Chai latte,2.3",CASH,8.85,None
23/02/2021 13:31,Isle of Wight,Timothy Perla,"Large,Espresso,1.8,,Flavoured iced latte - Hazelnut,2.75,,Flavoured iced latte - Vanilla,2.75,,Flavoured iced latte - Vanilla,2.75",CASH,10.05,None
23/02/2021 13:32,Isle of Wight,John Dillingham,",Speciality Tea - Green,1.3,,Smoothies - Berry Beautiful,2.0,,Smoothies - Carrot Kick,2.0,,Frappes - Coffee,2.75",CASH,8.05,None
23/02/2021 13:33,Isle of Wight,Theresa Reyna,"Regular,Flavoured latte - Hazelnut,2.55,Regular,Americano,1.95,,Frappes - Coffee,2.75,,Mocha,2.3,,Flavoured iced latte - Hazelnut,2.75",CASH,12.3,None
23/02/2021 13:34,Isle of Wight,Jennifer Fernandez,"Large,Flavoured hot chocolate - Hazelnut,2.9,,Speciality Tea - Darjeeling,1.3,Regular,Flavoured hot chocolate - Vanilla,2.6,Large,Flavoured latte - Vanilla,2.85",CARD,9.65,"mastercard,5425968286844612"
23/02/2021 13:35,Isle of Wight,Michael Craig,",Speciality Tea - Green,1.3,Large,Flavoured hot chocolate - Vanilla,2.9,Regular,Chai latte,2.3,,Smoothies - Glowing Greens,2.0",CASH,8.5,None
23/02/2021 13:36,Isle of Wight,Raymond Acker,",Smoothies - Glowing Greens,2.0,Regular,Luxury hot chocolate,2.4,,Iced latte,2.35,,Frappes - Strawberries & Cream,2.75,Regular,Filter coffee,1.5",CARD,11,"discover,6011187388449976"
23/02/2021 13:37,Isle of Wight,Bernice Clark,"Large,Americano,2.25",CASH,2.25,None
23/02/2021 13:38,Isle of Wight,James Hyatt,",Babyccino,0.0,Large,Latte,2.45,Large,Flavoured latte - Hazelnut,2.85",CASH,5.3,None
23/02/2021 13:39,Isle of Wight,Jason Hazel,",Speciality Tea - Green,1.3",CASH,1.3,None
23/02/2021 13:40,Isle of Wight,Maya Doleman,",Smoothies - Glowing Greens,2.0,,Hot Chocolate,1.4,Regular,Flavoured hot chocolate - Vanilla,2.6",CARD,6,"americanexpress,368837722299683"
23/02/2021 13:41,Isle of Wight,Susie Ford,"Large,Flavoured latte - Caramel,2.85",CARD,2.85,"visa16,4877849726764626"
23/02/2021 13:42,Isle of Wight,Juanita Holden,",Speciality Tea - Earl Grey,1.3,Large,Chai latte,2.6,,Speciality Tea - Peppermint,1.3,,Smoothies - Berry Beautiful,2.0,Large,Flavoured hot chocolate - Hazelnut,2.9",CASH,10.1,None
23/02/2021 13:43,Isle of Wight,Raymond Arvelo,",Frappes - Coffee,2.75,Large,Cappuccino,2.45,Large,Flavoured hot chocolate - Caramel,2.9,Large,Flavoured latte - Hazelnut,2.85",CASH,10.95,None
23/02/2021 13:44,Isle of Wight,Kevin Bridges,",Flat white,2.15",CARD,2.15,"visa13,49153141746610"
23/02/2021 13:45,Isle of Wight,Grace Mcgown,",Speciality Tea - Peppermint,1.3,,Smoothies - Carrot Kick,2.0",CARD,3.3,"visa16,4777665989686517"
23/02/2021 13:46,Isle of Wight,Jo Smith,",Flavoured iced latte - Vanilla,2.75,Large,Hot chocolate,2.9,,Speciality Tea - Green,1.3,,Iced americano,2.15",CASH,9.1,None
23/02/2021 13:47,Isle of Wight,Isabelle Ellis,",Frappes - Chocolate Cookie,2.75",CARD,2.75,"visa16,4163342512341935"
23/02/2021 13:48,Isle of Wight,Curtis Moldenhauer,"Large,Filter coffee,1.8,,Hot Chocolate,1.4,,Flavoured iced latte - Vanilla,2.75,Large,Cappuccino,2.45",CARD,8.4,"discover,6011894471537696"
23/02/2021 13:49,Isle of Wight,Jonathan Brown,",Flavoured iced latte - Caramel,2.75",CARD,2.75,"visa13,4975299262856"
23/02/2021 13:50,Isle of Wight,James Williams,",Speciality Tea - Peppermint,1.3,Large,Cappuccino,2.45",CASH,3.75,None
23/02/2021 13:51,Isle of Wight,Jeffrey Williams,",Flavoured iced latte - Vanilla,2.75",CARD,2.75,"mastercard,5418657667459426"
23/02/2021 13:52,Isle of Wight,Diane Enriquez,",Frappes - Coffee,2.75,,Iced latte,2.35,Regular,Hot chocolate,2.2,Large,Hot chocolate,2.9,Large,Hot chocolate,2.9",CARD,13.1,"mastercard,5471413988316125"
23/02/2021 13:53,Isle of Wight,Richard Ruiz,"Large,Filter coffee,1.8,Large,Flavoured latte - Gingerbread,2.85,Regular,Filter coffee,1.5,Regular,Latte,2.15,,Smoothies - Carrot Kick,2.0",CARD,10.3,"visa13,4478589562952"
23/02/2021 13:54,Isle of Wight,William Fernandes,",Speciality Tea - Peppermint,1.3,Large,Filter coffee,1.8,,Speciality Tea - Fruit,1.3,Large,Flavoured latte - Hazelnut,2.85",CARD,7.25,"visa16,4181939964876868"
23/02/2021 13:55,Isle of Wight,Lucille Combes,",Smoothies - Carrot Kick,2.0,,Red Label tea,1.2,,Speciality Tea - Earl Grey,1.3,,Cortado,2.05,,Speciality Tea - Fruit,1.3",CARD,7.85,"mastercard,5386528199458236"
23/02/2021 13:56,Isle of Wight,Evan Kaleta,",Cortado,2.05,,Flat white,2.15,,Flavoured iced latte - Hazelnut,2.75,,Speciality Tea - Darjeeling,1.3,,Flavoured iced latte - Vanilla,2.75",CASH,11,None
23/02/2021 13:57,Isle of Wight,Susanne Miller,"Regular,Americano,1.95,Large,Flavoured hot chocolate - Vanilla,2.9,,Hot Chocolate,1.4,,Cortado,2.05,,Speciality Tea - Green,1.3",CASH,9.6,None
23/02/2021 13:58,Isle of Wight,Lauri Manteca,"Large,Flavoured hot chocolate - Hazelnut,2.9,,Smoothies - Berry Beautiful,2.0,,Frappes - Strawberries & Cream,2.75,,Frappes - Strawberries & Cream,2.75,Regular,Latte,2.15",CASH,12.55,None
23/02/2021 13:59,Isle of Wight,Thomas Pittman,"Large,Latte,2.45,,Mocha,2.3,,Frappes - Chocolate Cookie,2.75",CASH,7.5,None
23/02/2021 14:00,Isle of Wight,Ronald Dixon,"Regular,Latte,2.15,Regular,Flavoured latte - Vanilla,2.55,Large,Flavoured hot chocolate - Vanilla,2.9,Large,Latte,2.45,,Iced americano,2.15",CARD,12.2,"visa16,4328364886928214"
23/02/2021 14:01,Isle of Wight,Constance Hutson,",Speciality Tea - Peppermint,1.3",CARD,1.3,"visa13,4232648859994"
23/02/2021 14:02,Isle of Wight,Gary Demarais,"Large,Filter coffee,1.8",CASH,1.8,None
23/02/2021 14:03,Isle of Wight,Debra Trotter,",Speciality Tea - Camomile,1.3,,Smoothies - Glowing Greens,2.0",CASH,3.3,None
23/02/2021 14:04,Isle of Wight,Michael Jessica,"Large,Americano,2.25,Large,Flavoured latte - Caramel,2.85,,Smoothies - Carrot Kick,2.0",CARD,7.1,"mastercard,5539646885443472"
23/02/2021 14:05,Isle of Wight,Sherilyn Naegeli,",Flavoured iced latte - Hazelnut,2.75",CARD,2.75,"mastercard,5567892733384741"
23/02/2021 14:06,Isle of Wight,Barbara Gilstad,"Large,Filter coffee,1.8,Large,Americano,2.25,,Smoothies - Glowing Greens,2.0,,Iced americano,2.15,,Speciality Tea - Fruit,1.3",CARD,9.5,"americanexpress,375139326512178"
